Player,Rk,Date,Comp,Round,Venue,Squad,Opponent,Start,Minute,Score,Goalkeeper,Assist,Notes,Opp_clean,Squad_clean,Venue_match,Result,Minutes,Gls,Opponent_Elo,Elo_Source,Competition_Stage,Is_Away,Difficulty_Score,xg,xg_source,goal_id,Weighted_Goal
Lionel Messi,282,2018-12-22,La Liga,Matchweek 17,Home,Barcelona,Celta Vigo,Y*,45,1-0,Rubén Blanco,Jordi Alba,,Celta Vigo,Barcelona,Home,W 2–0,90,1,1725.39001465,club,Group,FALSE,0.8281806176263258,0.33776259422302246,understat,Lionel_Messi-1457,0.8281806176263258
Lionel Messi,281,2019-01-06,La Liga,Matchweek 18,Away,Barcelona,Getafe,Y*,20,0-0,David Soria,,,Getafe,Barcelona,Away,W 2–1,90,1,1742.69519043,club,Group,TRUE,-1.1068580909713124,0.3091263175010681,understat,Lionel_Messi-1458,-1.1068580909713124
Lionel Messi,280,2019-01-13,La Liga,Matchweek 19,Home,Barcelona,Eibar,Y*,53,1-0,Asier Riesgo,Luis Suárez,,Eibar,Barcelona,Home,W 3–0,90,1,1712.42529297,club,Group,FALSE,0.8228306918694905,0.11552173644304276,understat,Lionel_Messi-1459,0.8228306918694905
Lionel Messi,279,2019-01-17,Copa del Rey,Round of 16,Home,Barcelona,Levante,Y*,54,2-0,Aitor Fernández,Nélson Semedo,,Levante,Barcelona,Home,W 3–0,90,1,1690.61779785,club,Knockout,FALSE,0.9849968647660523,NA,missing,Lionel_Messi-1460,0.9849968647660523
Lionel Messi,278,2019-01-20,La Liga,Matchweek 20,Home,Barcelona,Leganés,N,90+2,2-1,Iván Cuéllar,Jordi Alba,,Leganés,Barcelona,Home,W 3–1,27,1,1667.08837891,club,Group,FALSE,0.8041222976400024,0.1150183156132698,understat,Lionel_Messi-1461,0.8041222976400024
Lionel Messi,277,2019-01-27,La Liga,Matchweek 21,Away,Barcelona,Girona,Y*,68,1-0,Yassine Bounou,Jordi Alba,,Girona,Barcelona,Away,W 2–0,90,1,1684.79284668,club,Group,TRUE,-1.130751642090665,0.364321768283844,understat,Lionel_Messi-1462,-1.130751642090665
Lionel Messi,276,2019-01-30,Copa del Rey,Quarter-finals,Home,Barcelona,Sevilla,Y*,90+2,5-1,Juan Soriano,Jordi Alba,,Sevilla,Barcelona,Home,W 6–1,90,1,1798.44165039,club,Knockout,FALSE,1.0294906549254539,NA,missing,Lionel_Messi-1463,1.0294906549254539
Lionel Messi,275,2019-02-02,La Liga,Matchweek 22,Home,Barcelona,Valencia,Y*,39,0-2,Neto,,Penalty kick,Valencia,Barcelona,Home,D 2–2,90,2,1790.44812012,club,Group,FALSE,0.8550270122297515,0.7432776093482971,understat,Lionel_Messi-1464,0.8550270122297515
Lionel Messi,274,2019-02-02,La Liga,Matchweek 22,Home,Barcelona,Valencia,Y*,64,1-2,Neto,Arturo Vidal,,Valencia,Barcelona,Home,D 2–2,90,2,1790.44812012,club,Group,FALSE,0.8550270122297515,0.02923627942800522,understat,Lionel_Messi-1465,0.8550270122297515
Lionel Messi,273,2019-02-16,La Liga,Matchweek 24,Home,Barcelona,Valladolid,Y*,43,0-0,Jordi Masip,,Penalty kick,Valladolid,Barcelona,Home,W 1–0,90,1,1635.87902832,club,Group,FALSE,0.7912436788237482,0.7431496977806091,understat,Lionel_Messi-1466,0.7912436788237482
Lionel Messi,272,2019-02-23,La Liga,Matchweek 25,Away,Barcelona,Sevilla,Y*,26,0-1,Tomáš Vaclík,Ivan Rakitić,,Sevilla,Barcelona,Away,W 4–2,90,3,1789.73730469,club,Group,TRUE,-1.0874460414921618,0.06195010244846344,understat,Lionel_Messi-1467,-1.0874460414921618
Lionel Messi,271,2019-02-23,La Liga,Matchweek 25,Away,Barcelona,Sevilla,Y*,67,1-2,Tomáš Vaclík,Ousmane Dembélé,,Sevilla,Barcelona,Away,W 4–2,90,3,1789.73730469,club,Group,TRUE,-1.0874460414921618,0.07946605980396271,understat,Lionel_Messi-1468,-1.0874460414921618
Lionel Messi,270,2019-02-23,La Liga,Matchweek 25,Away,Barcelona,Sevilla,Y*,85,2-2,Tomáš Vaclík,,,Sevilla,Barcelona,Away,W 4–2,90,3,1789.73730469,club,Group,TRUE,-1.0874460414921618,0.4363971948623657,understat,Lionel_Messi-1469,-1.0874460414921618
Lionel Messi,269,2019-03-09,La Liga,Matchweek 27,Home,Barcelona,Rayo Vallecano,Y*,51,1-1,Stole Dimitrievski,,Penalty kick,Rayo Vallecano,Barcelona,Home,W 3–1,90,1,1596.09399414,club,Group,FALSE,0.7748262821105968,0.7432776093482971,understat,Lionel_Messi-1470,0.7748262821105968
Lionel Messi,268,2019-03-13,Champions Lg,Round of 16,Home,Barcelona,Lyon,Y*,18,0-0,Anthony Lopes,,Penalty kick,Lyon,Barcelona,Home,W 5–1,90,2,1735.08508301,club,Knockout,FALSE,1.0033464043925768,NA,missing,Lionel_Messi-1471,1.0033464043925768
Lionel Messi,267,2019-03-13,Champions Lg,Round of 16,Home,Barcelona,Lyon,Y*,78,2-1,Mathieu Gorgelin,,,Lyon,Barcelona,Home,W 5–1,90,2,1735.08508301,club,Knockout,FALSE,1.0033464043925768,NA,missing,Lionel_Messi-1472,1.0033464043925768
Lionel Messi,266,2019-03-17,La Liga,Matchweek 28,Away,Barcelona,Real Betis,Y*,18,0-0,Pau López,,,Real Betis,Barcelona,Away,W 4–1,90,3,1701.00854492,club,Group,TRUE,-1.1240601924922462,0.090679831802845,understat,Lionel_Messi-1473,-1.1240601924922462
Lionel Messi,265,2019-03-17,La Liga,Matchweek 28,Away,Barcelona,Real Betis,Y*,45+2,1-0,Pau López,Luis Suárez,,Real Betis,Barcelona,Away,W 4–1,90,3,1701.00854492,club,Group,TRUE,-1.1240601924922462,0.45824503898620605,understat,Lionel_Messi-1474,-1.1240601924922462
Lionel Messi,264,2019-03-17,La Liga,Matchweek 28,Away,Barcelona,Real Betis,Y*,85,3-1,Pau López,Ivan Rakitić,,Real Betis,Barcelona,Away,W 4–1,90,3,1701.00854492,club,Group,TRUE,-1.1240601924922462,0.06454816460609436,understat,Lionel_Messi-1475,-1.1240601924922462
Lionel Messi,263,2019-03-30,La Liga,Matchweek 29,Home,Barcelona,Espanyol,Y*,71,0-0,Diego López,,,Espanyol,Barcelona,Home,W 2–0,90,2,1687.32458496,club,Group,FALSE,0.812472820130164,0.1690768003463745,understat,Lionel_Messi-1476,0.812472820130164
Lionel Messi,262,2019-03-30,La Liga,Matchweek 29,Home,Barcelona,Espanyol,Y*,89,1-0,Diego López,Malcom,,Espanyol,Barcelona,Home,W 2–0,90,2,1687.32458496,club,Group,FALSE,0.812472820130164,0.11993970721960068,understat,Lionel_Messi-1477,0.812472820130164
Lionel Messi,261,2019-04-02,La Liga,Matchweek 30,Away,Barcelona,Villarreal,N,90,2-4,Sergio Asenjo,,,Villarreal,Barcelona,Away,D 4–4,30,1,1728.79248047,club,Group,TRUE,-1.1125950800051416,0.15579797327518463,understat,Lionel_Messi-1478,-1.1125950800051416
Lionel Messi,260,2019-04-06,La Liga,Matchweek 31,Home,Barcelona,Atlético Madrid,Y*,86,1-0,Jan Oblak,,,Atlético Madrid,Barcelona,Home,W 2–0,90,1,1903.33886719,club,Group,FALSE,0.9016116694530433,0.5841030478477478,understat,Lionel_Messi-1479,0.9016116694530433
Lionel Messi,259,2019-04-16,Champions Lg,Quarter-finals,Home,Barcelona,Manchester Utd,Y*,16,0-0,David de Gea,,,Manchester Utd,Barcelona,Home,W 3–0,90,2,1812.7101919840484,league_avg,Knockout,FALSE,1.0353786053242837,NA,missing,Lionel_Messi-1480,1.0353786053242837
Lionel Messi,258,2019-04-16,Champions Lg,Quarter-finals,Home,Barcelona,Manchester Utd,Y*,20,1-0,David de Gea,,,Manchester Utd,Barcelona,Home,W 3–0,90,2,1812.7101919840484,league_avg,Knockout,FALSE,1.0353786053242837,NA,missing,Lionel_Messi-1481,1.0353786053242837
Lionel Messi,257,2019-04-27,La Liga,Matchweek 35,Home,Barcelona,Levante,N,62,0-0,Aitor Fernández,Arturo Vidal,,Levante,Barcelona,Home,W 1–0,45,1,1673.77270508,club,Group,FALSE,0.8068806020314602,0.17948544025421143,understat,Lionel_Messi-1482,0.8068806020314602
Lionel Messi,256,2019-05-01,Champions Lg,Semi-finals,Home,Barcelona,Liverpool,Y*,75,1-0,Alisson,Luis Suárez,,Liverpool,Barcelona,Home,W 3–0,90,2,2013.48059082,club,Knockout,FALSE,1.118227026945208,NA,missing,Lionel_Messi-1483,1.118227026945208
Lionel Messi,255,2019-05-01,Champions Lg,Semi-finals,Home,Barcelona,Liverpool,Y*,82,2-0,Alisson,,,Liverpool,Barcelona,Home,W 3–0,90,2,2013.48059082,club,Knockout,FALSE,1.118227026945208,NA,missing,Lionel_Messi-1484,1.118227026945208
Lionel Messi,254,2019-05-19,La Liga,Matchweek 38,Away,Barcelona,Eibar,Y*,31,0-1,Marko Dmitrović,Arturo Vidal,,Eibar,Barcelona,Away,D 2–2,90,2,1705.79821777,club,Group,TRUE,-1.122083721667843,0.328738808631897,understat,Lionel_Messi-1485,-1.122083721667843
Lionel Messi,253,2019-05-19,La Liga,Matchweek 38,Away,Barcelona,Eibar,Y*,32,1-1,Marko Dmitrović,Ivan Rakitić,,Eibar,Barcelona,Away,D 2–2,90,2,1705.79821777,club,Group,TRUE,-1.122083721667843,0.3466494381427765,understat,Lionel_Messi-1486,-1.122083721667843
Lionel Messi,252,2019-05-25,Copa del Rey,Final,Neutral,Barcelona,Valencia,Y*,73,0-2,Jaume Doménech,,,Valencia,Barcelona,Neutral,L 1–2,90,1,1812.30407715,club,Final,FALSE,1.801195040469799,NA,missing,Lionel_Messi-1487,1.801195040469799
Lionel Messi,251,2019-06-07,Friendlies (M),Friendlies (M),Home,Argentina,Nicaragua,Y,37,0-0,Justo Lorente,Giovani Lo Celso,,Nicaragua,Argentina,Home,W 5–1,45,2,1297,national,Other,FALSE,0.7729721216410812,NA,missing,Lionel_Messi-1488,0.7729721216410812
Lionel Messi,250,2019-06-07,Friendlies (M),Friendlies (M),Home,Argentina,Nicaragua,Y,38,1-0,Justo Lorente,,,Nicaragua,Argentina,Home,W 5–1,45,2,1297,national,Other,FALSE,0.7729721216410812,NA,missing,Lionel_Messi-1489,0.7729721216410812
Lionel Messi,249,2019-06-19,Copa América,Group stage,Neutral,Argentina,Paraguay,Y*,57,0-1,Gatito Fernández,,Penalty kick,Paraguay,Argentina,Neutral,D 1–1,90,1,1721,national,Group,FALSE,1.0025090241429646,NA,missing,Lionel_Messi-1490,1.0025090241429646
Lionel Messi,248,2019-10-06,La Liga,Matchweek 8,Home,Barcelona,Sevilla,Y*,78,3-0,Tomáš Vaclík,,,Sevilla,Barcelona,Home,W 4–0,90,1,1773.74365234,club,Group,FALSE,0.848133870623147,0.09466048330068588,understat,Lionel_Messi-1491,0.848133870623147
Lionel Messi,247,2019-10-19,La Liga,Matchweek 9,Away,Barcelona,Eibar,Y*,58,1-0,Marko Dmitrović,Antoine Griezmann,,Eibar,Barcelona,Away,W 3–0,90,1,1714.18884277,club,Group,TRUE,-1.1186213086742267,0.52857208251953125,understat,Lionel_Messi-1492,-1.1186213086742267
Lionel Messi,246,2019-10-23,Champions Lg,Group stage,Away,Barcelona,Slavia Prague,Y*,3,0-0,Ondřej Kolář,Arthur Melo,,Slavia Prague,Barcelona,Away,W 2–1,90,1,1812.7101919840484,league_avg,Group,TRUE,-1.0779662204457217,NA,missing,Lionel_Messi-1493,-1.0779662204457217
Lionel Messi,245,2019-10-29,La Liga,Matchweek 11,Home,Barcelona,Valladolid,Y*,34,2-1,Jordi Masip,,,Valladolid,Barcelona,Home,W 5–1,90,2,1662.61584473,club,Group,FALSE,0.8022766949037077,0.04992116987705231,understat,Lionel_Messi-1494,0.8022766949037077
Lionel Messi,244,2019-10-29,La Liga,Matchweek 11,Home,Barcelona,Valladolid,Y*,75,3-1,Jordi Masip,Ivan Rakitić,,Valladolid,Barcelona,Home,W 5–1,90,2,1662.61584473,club,Group,FALSE,0.8022766949037077,0.13356398046016693,understat,Lionel_Messi-1495,0.8022766949037077
Lionel Messi,243,2019-11-02,La Liga,Matchweek 12,Away,Barcelona,Levante,Y*,38,0-0,Aitor Fernández,,Penalty kick,Levante,Barcelona,Away,L 1–3,90,1,1688.08581543,club,Group,TRUE,-1.1293927900638407,0.7432776093482971,understat,Lionel_Messi-1496,-1.1293927900638407
Lionel Messi,242,2019-11-09,La Liga,Matchweek 13,Home,Barcelona,Celta Vigo,Y*,23,0-0,Rubén Blanco,,Penalty kick,Celta Vigo,Barcelona,Home,W 4–1,90,3,1648.4309082,club,Group,FALSE,0.7964232443496558,0.7432776093482971,understat,Lionel_Messi-1497,0.7964232443496558
Lionel Messi,241,2019-11-09,La Liga,Matchweek 13,Home,Barcelona,Celta Vigo,Y*,45+1,1-1,Rubén Blanco,,,Celta Vigo,Barcelona,Home,W 4–1,90,3,1648.4309082,club,Group,FALSE,0.7964232443496558,0.05459844321012497,understat,Lionel_Messi-1498,0.7964232443496558
Lionel Messi,240,2019-11-09,La Liga,Matchweek 13,Home,Barcelona,Celta Vigo,Y*,48,2-1,Rubén Blanco,,,Celta Vigo,Barcelona,Home,W 4–1,90,3,1648.4309082,club,Group,FALSE,0.7964232443496558,0.06849837303161621,understat,Lionel_Messi-1499,0.7964232443496558
Lionel Messi,239,2019-11-15,Friendlies (M),Friendlies (M),Away,Argentina,Brazil,Y*,14,0-0,Alisson,,,Brazil,Argentina,Away,W 1–0,90,1,2076,national,Other,TRUE,-0.8477512580568166,NA,missing,Lionel_Messi-1500,-0.8477512580568166
Lionel Messi,238,2019-11-18,Friendlies (M),Friendlies (M),Home,Argentina,Uruguay,Y*,90+2,1-2,Martín Campaña,,Penalty kick,Uruguay,Argentina,Home,D 2–2,90,1,1966,national,Other,FALSE,1.0490366928415702,NA,missing,Lionel_Messi-1501,1.0490366928415702
Lionel Messi,237,2019-11-27,Champions Lg,Group stage,Home,Barcelona,Dortmund,Y*,33,1-0,Roman Bürki,Luis Suárez,,Dortmund,Barcelona,Home,W 3–1,90,1,1814.03857422,club,Group,FALSE,0.864761673807541,NA,missing,Lionel_Messi-1502,0.864761673807541
Lionel Messi,236,2019-12-01,La Liga,Matchweek 15,Away,Barcelona,Atlético Madrid,Y*,86,0-0,Jan Oblak,Luis Suárez,,Atlético Madrid,Barcelona,Away,W 1–0,90,1,1857.53442383,club,Group,TRUE,-1.0594693858508875,0.06727904826402664,understat,Lionel_Messi-1503,-1.0594693858508875
Lionel Messi,235,2019-12-07,La Liga,Matchweek 16,Home,Barcelona,Mallorca,Y*,17,1-0,Manolo Reina,Antoine Griezmann,,Mallorca,Barcelona,Home,W 5–2,90,3,1577.46032715,club,Group,FALSE,0.7671370514865503,0.038465261459350586,understat,Lionel_Messi-1504,0.7671370514865503
Lionel Messi,234,2019-12-07,La Liga,Matchweek 16,Home,Barcelona,Mallorca,Y*,41,2-1,Manolo Reina,Ivan Rakitić,,Mallorca,Barcelona,Home,W 5–2,90,3,1577.46032715,club,Group,FALSE,0.7671370514865503,0.09472362697124481,understat,Lionel_Messi-1505,0.7671370514865503
Lionel Messi,233,2019-12-07,La Liga,Matchweek 16,Home,Barcelona,Mallorca,Y*,83,4-2,Manolo Reina,Luis Suárez,,Mallorca,Barcelona,Home,W 5–2,90,3,1577.46032715,club,Group,FALSE,0.7671370514865503,0.1124524250626564,understat,Lionel_Messi-1506,0.7671370514865503
Lionel Messi,232,2019-12-21,La Liga,Matchweek 18,Home,Barcelona,Alavés,Y*,69,2-1,Fernando Pacheco,Luis Suárez,,Alavés,Barcelona,Home,W 4–1,90,1,1675.72424316,club,Group,FALSE,0.8076859092410815,0.031239503994584084,understat,Lionel_Messi-1507,0.8076859092410815
Lionel Messi,231,2020-01-09,Supercopa de España,Semi-finals,Home,Barcelona,Atlético Madrid,Y*,51,0-1,Jan Oblak,Luis Suárez,,Atlético Madrid,Barcelona,Home,L 2–3,90,1,1866.60778809,club,Knockout,FALSE,1.0576195870249212,NA,missing,Lionel_Messi-1508,1.0576195870249212
Lionel Messi,230,2020-01-19,La Liga,Matchweek 20,Home,Barcelona,Granada,Y*,76,0-0,Rui Silva,Arturo Vidal,,Granada,Barcelona,Home,W 1–0,90,1,1655.40991211,club,Group,FALSE,0.7993031482686703,0.39386576414108276,understat,Lionel_Messi-1509,0.7993031482686703
Lionel Messi,229,2020-01-30,Copa del Rey,Round of 16,Home,Barcelona,Leganés,Y*,59,2-0,Iván Cuéllar,,,Leganés,Barcelona,Home,W 5–0,90,2,1637.78112793,club,Knockout,FALSE,0.9631936769855935,NA,missing,Lionel_Messi-1510,0.9631936769855935
Lionel Messi,228,2020-01-30,Copa del Rey,Round of 16,Home,Barcelona,Leganés,Y*,89,4-0,Iván Cuéllar,Ivan Rakitić,,Leganés,Barcelona,Home,W 5–0,90,2,1637.78112793,club,Knockout,FALSE,0.9631936769855935,NA,missing,Lionel_Messi-1511,0.9631936769855935
Lionel Messi,227,2020-02-22,La Liga,Matchweek 25,Home,Barcelona,Eibar,Y*,14,0-0,Marko Dmitrović,Ivan Rakitić,,Eibar,Barcelona,Home,W 5–0,90,4,1686.81164551,club,Group,FALSE,0.8122611543464328,0.3978502154350281,understat,Lionel_Messi-1512,0.8122611543464328
Lionel Messi,226,2020-02-22,La Liga,Matchweek 25,Home,Barcelona,Eibar,Y*,37,1-0,Marko Dmitrović,Arturo Vidal,,Eibar,Barcelona,Home,W 5–0,90,4,1686.81164551,club,Group,FALSE,0.8122611543464328,0.3399604558944702,understat,Lionel_Messi-1513,0.8122611543464328
Lionel Messi,225,2020-02-22,La Liga,Matchweek 25,Home,Barcelona,Eibar,Y*,40,2-0,Marko Dmitrović,,,Eibar,Barcelona,Home,W 5–0,90,4,1686.81164551,club,Group,FALSE,0.8122611543464328,0.4530527591705322,understat,Lionel_Messi-1514,0.8122611543464328
Lionel Messi,224,2020-02-22,La Liga,Matchweek 25,Home,Barcelona,Eibar,Y*,87,3-0,Marko Dmitrović,,,Eibar,Barcelona,Home,W 5–0,90,4,1686.81164551,club,Group,FALSE,0.8122611543464328,0.6275072693824768,understat,Lionel_Messi-1515,0.8122611543464328
Lionel Messi,223,2020-03-07,La Liga,Matchweek 27,Home,Barcelona,Real Sociedad,Y*,81,0-0,Álex Remiro,,Penalty kick,Real Sociedad,Barcelona,Home,W 1–0,90,1,1758.7755127,club,Group,FALSE,0.8419572292907321,0.7432776093482971,understat,Lionel_Messi-1516,0.8419572292907321
Lionel Messi,222,2020-06-13,La Liga,Matchweek 28,Away,Barcelona,Mallorca,Y*,90+3,3-0,Manolo Reina,Luis Suárez,,Mallorca,Barcelona,Away,W 4–0,90,1,1598.52490234,club,Group,TRUE,-1.1663503312723835,0.1170477345585823,understat,Lionel_Messi-1517,-1.1663503312723835
Lionel Messi,221,2020-06-16,La Liga,Matchweek 29,Home,Barcelona,Leganés,Y*,69,1-0,Iván Cuéllar,,Penalty kick,Leganés,Barcelona,Home,W 2–0,90,1,1636.60705566,club,Group,FALSE,0.791544101178665,0.7432776093482971,understat,Lionel_Messi-1518,0.791544101178665
Lionel Messi,220,2020-06-30,La Liga,Matchweek 33,Home,Barcelona,Atlético Madrid,Y*,50,1-1,Jan Oblak,,Penalty kick,Atlético Madrid,Barcelona,Home,D 2–2,90,1,1892.26208496,club,Group,FALSE,0.8970408067675334,0.7432776093482971,understat,Lionel_Messi-1519,0.8970408067675334
Lionel Messi,219,2020-07-16,La Liga,Matchweek 37,Home,Barcelona,Osasuna,Y*,62,0-1,Sergio Herrera,,,Osasuna,Barcelona,Home,L 1–2,90,1,1686.85559082,club,Group,FALSE,0.8122792884916666,0.07459331303834915,understat,Lionel_Messi-1520,0.8122792884916666
Lionel Messi,218,2020-07-19,La Liga,Matchweek 38,Away,Barcelona,Alavés,Y*,34,1-0,Roberto,Riqui Puig,,Alavés,Barcelona,Away,W 5–0,90,2,1650.63549805,club,Group,TRUE,-1.1448467598827223,0.8396257162094116,understat,Lionel_Messi-1521,-1.1448467598827223
Lionel Messi,217,2020-07-19,La Liga,Matchweek 38,Away,Barcelona,Alavés,Y*,75,4-0,Roberto,Jordi Alba,,Alavés,Barcelona,Away,W 5–0,90,2,1650.63549805,club,Group,TRUE,-1.1448467598827223,0.1249484196305275,understat,Lionel_Messi-1522,-1.1448467598827223
Lionel Messi,216,2020-08-08,Champions Lg,Round of 16,Home,Barcelona,Napoli,Y*,23,1-0,David Ospina,,,Napoli,Barcelona,Home,W 3–1,90,1,1767.17675781,club,Knockout,FALSE,1.0165891165641279,NA,missing,Lionel_Messi-1523,1.0165891165641279
Lionel Messi,215,2020-09-27,La Liga,Matchweek 3,Home,Barcelona,Villarreal,Y*,35,2-0,Sergio Asenjo,,Penalty kick,Villarreal,Barcelona,Home,W 4–0,90,1,1772.45593262,club,Group,FALSE,0.8476024897676494,0.7432776093482971,understat,Lionel_Messi-1524,0.8476024897676494
Lionel Messi,214,2020-10-08,WCQ,WCQ — CONMEBOL (M),Home,Argentina,Ecuador,Y*,13,0-0,Alexander Domínguez,,Penalty kick,Ecuador,Argentina,Home,W 1–0,90,1,1720,national,Other,FALSE,0.9475241599337668,NA,missing,Lionel_Messi-1525,0.9475241599337668
Lionel Messi,213,2020-10-20,Champions Lg,Group stage,Home,Barcelona,Ferencváros,Y*,27,0-0,Dénes Dibusz,,Penalty kick,Ferencváros,Barcelona,Home,W 5–1,90,1,1553.62963867,club,Group,FALSE,0.7573032565737796,NA,missing,Lionel_Messi-1526,0.7573032565737796
Lionel Messi,212,2020-10-28,Champions Lg,Group stage,Away,Barcelona,Juventus,Y*,90+1,1-0,Wojciech Szczęsny,,Penalty kick,Juventus,Barcelona,Away,W 2–0,90,1,1848.24560547,club,Group,TRUE,-1.063302440645376,NA,missing,Lionel_Messi-1527,-1.063302440645376
Lionel Messi,211,2020-11-04,Champions Lg,Group stage,Home,Barcelona,Dynamo Kyiv,Y*,5,0-0,Ruslan Neshcheret,,Penalty kick,Dynamo Kyiv,Barcelona,Home,W 2–1,90,1,1628.49267578,club,Group,FALSE,0.7881956814445393,NA,missing,Lionel_Messi-1528,0.7881956814445393
Lionel Messi,210,2020-11-07,La Liga,Matchweek 9,Home,Barcelona,Real Betis,N,61,2-1,Claudio Bravo,,Penalty kick,Real Betis,Barcelona,Home,W 5–2,45,2,1685.00280762,club,Group,FALSE,0.8115147327373535,0.7432776093482971,understat,Lionel_Messi-1529,0.8115147327373535
Lionel Messi,209,2020-11-07,La Liga,Matchweek 9,Home,Barcelona,Real Betis,N,82,3-2,Claudio Bravo,Sergi Roberto,,Real Betis,Barcelona,Home,W 5–2,45,2,1685.00280762,club,Group,FALSE,0.8115147327373535,0.3814319968223572,understat,Lionel_Messi-1530,0.8115147327373535
Lionel Messi,208,2020-11-29,La Liga,Matchweek 11,Home,Barcelona,Osasuna,Y*,73,3-0,Sergio Herrera,Francisco Trincão,,Osasuna,Barcelona,Home,W 4–0,90,1,1696.00842285,club,Group,FALSE,0.8160562281772152,0.08858967572450638,understat,Lionel_Messi-1531,0.8160562281772152
Lionel Messi,207,2020-12-13,La Liga,Matchweek 13,Home,Barcelona,Levante,Y*,76,0-0,Aitor Fernández,Frenkie de Jong,,Levante,Barcelona,Home,W 1–0,90,1,1691.4050293,club,Group,FALSE,0.8141566259852155,0.30587369203567505,understat,Lionel_Messi-1532,0.8141566259852155
Lionel Messi,206,2020-12-19,La Liga,Matchweek 14,Home,Barcelona,Valencia,Y*,45+4,0-1,Jaume Doménech,,,Valencia,Barcelona,Home,D 2–2,90,1,1715.00402832,club,Group,FALSE,0.8238948136462277,0.9238199591636658,understat,Lionel_Messi-1533,0.8238948136462277
Lionel Messi,205,2020-12-22,La Liga,Matchweek 15,Away,Barcelona,Valladolid,Y*,65,2-0,Jordi Masip,Pedri,,Valladolid,Barcelona,Away,W 3–0,90,1,1649.28405762,club,Group,TRUE,-1.1454044352531425,0.3357066810131073,understat,Lionel_Messi-1534,-1.1454044352531425
Lionel Messi,204,2021-01-06,La Liga,Matchweek 2,Away,Barcelona,Athletic Club,Y*,38,1-1,Unai Simón,Pedri,,Athletic Club,Barcelona,Away,W 3–2,90,2,1700.77758789,club,Group,TRUE,-1.1241554975048806,0.20805826783180237,understat,Lionel_Messi-1535,-1.1241554975048806
Lionel Messi,203,2021-01-06,La Liga,Matchweek 2,Away,Barcelona,Athletic Club,Y*,62,2-1,Unai Simón,Antoine Griezmann,,Athletic Club,Barcelona,Away,W 3–2,90,2,1700.77758789,club,Group,TRUE,-1.1241554975048806,0.13708481192588806,understat,Lionel_Messi-1536,-1.1241554975048806
Lionel Messi,202,2021-01-09,La Liga,Matchweek 18,Away,Barcelona,Granada,Y*,35,1-0,Rui Silva,Antoine Griezmann,,Granada,Barcelona,Away,W 4–0,64,2,1701.76513672,club,Group,TRUE,-1.12374798293942,0.11672153323888779,understat,Lionel_Messi-1537,-1.12374798293942
Lionel Messi,201,2021-01-09,La Liga,Matchweek 18,Away,Barcelona,Granada,Y*,42,2-0,Rui Silva,,,Granada,Barcelona,Away,W 4–0,64,2,1701.76513672,club,Group,TRUE,-1.12374798293942,0.15853235125541687,understat,Lionel_Messi-1538,-1.12374798293942
Lionel Messi,200,2021-01-27,Copa del Rey,Round of 16,Away,Barcelona,Rayo Vallecano,Y*,69,0-1,Stole Dimitrievski,Antoine Griezmann,,Rayo Vallecano,Barcelona,Away,W 2–1,90,1,1578.73083496,club,Knockout,TRUE,-1.0033533122387723,NA,missing,Lionel_Messi-1539,-1.0033533122387723
Lionel Messi,199,2021-01-31,La Liga,Matchweek 21,Home,Barcelona,Athletic Club,Y*,20,0-0,Unai Simón,,,Athletic Club,Barcelona,Home,W 2–1,90,1,1710.39086914,club,Group,FALSE,0.8219911816418833,0.08070641756057739,understat,Lionel_Messi-1540,0.8219911816418833
Lionel Messi,198,2021-02-07,La Liga,Matchweek 22,Away,Barcelona,Real Betis,N,59,0-1,Joel Robles,Ousmane Dembélé,,Real Betis,Barcelona,Away,W 3–2,34,1,1684.47717285,club,Group,TRUE,-1.1308819057087784,0.051654450595378876,understat,Lionel_Messi-1541,-1.1308819057087784
Lionel Messi,197,2021-02-13,La Liga,Matchweek 23,Home,Barcelona,Alavés,Y*,45+1,1-0,Fernando Pacheco,Sergio Busquets,,Alavés,Barcelona,Home,W 5–1,90,2,1633.25256348,club,Group,FALSE,0.790159861350164,0.03144628927111626,understat,Lionel_Messi-1542,0.790159861350164
Lionel Messi,196,2021-02-13,La Liga,Matchweek 23,Home,Barcelona,Alavés,Y*,75,3-1,Fernando Pacheco,Antoine Griezmann,,Alavés,Barcelona,Home,W 5–1,90,2,1633.25256348,club,Group,FALSE,0.790159861350164,0.03530830144882202,understat,Lionel_Messi-1543,0.790159861350164
Lionel Messi,195,2021-02-16,Champions Lg,Round of 16,Home,Barcelona,PSG,Y*,27,0-0,Keylor Navas,,Penalty kick,PSG,Barcelona,Home,L 1–4,90,1,1867.88964844,club,Knockout,FALSE,1.0581485499963141,NA,missing,Lionel_Messi-1544,1.0581485499963141
Lionel Messi,194,2021-02-21,La Liga,Matchweek 24,Home,Barcelona,Cádiz,Y*,32,0-0,Jeremías Ledesma,,Penalty kick,Cádiz,Barcelona,Home,D 1–1,90,1,1573.20227051,club,Group,FALSE,0.7653799534589433,0.7432776093482971,understat,Lionel_Messi-1545,0.7653799534589433
Lionel Messi,193,2021-02-24,La Liga,Matchweek 1,Home,Barcelona,Elche,Y*,48,0-0,Édgar Badía,Martin Braithwaite,,Elche,Barcelona,Home,W 3–0,90,2,1569.47766113,club,Group,FALSE,0.7638429838156263,0.5754427909851074,understat,Lionel_Messi-1546,0.7638429838156263
